collection_date,site_name,name,sewershed_pop,N_Gene_gc_g_dry_weight,Average
2023-06-12,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,25908.478815254643,0.029110650354218698
2023-06-14,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32845.90877045579,0.03690551547242223
2023-06-15,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,55717.98948078432,0.06260448256267902
2023-06-28,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,11235.115467327883,0.012623725244188633
2023-06-29,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,43988.71190859819,0.049425518998424935
2023-07-03,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,36046.73895295835,0.040501953879728485
2023-07-05,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45134.31799652915,0.05071271685003275
2023-07-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,38089.04856861864,0.04279668378496476
2023-07-10,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,15415.109877436347,0.017320348176894772
2023-07-12,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,27955.40495396682,0.031410567364007665
2023-07-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,48123.47704419714,0.05407132252156982
2023-07-17,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,75237.39823462183,0.08453640251081104
2023-07-19,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,101717.11954584502,0.11428889836611801
2023-07-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,75281.27157943236,0.08458569840385659
2023-07-24,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,37040.37386056407,0.0416183975961394
2023-07-26,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,131280.6492687548,0.14750634749298291
2023-07-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,44965.93912520124,0.05052352710696769
